player_name,time,time_in_seconds,date,video,level,difficulty,url
DuskyLW,0m 50s,50,01-May-20,https://www.speedrun.com/ge60fps/run/mrk9qjdy,Dam,Agent,https://www.speedrun.com/ge60fps/level/Dam
Acadie,0m 50s,50,10-Dec-21,https://www.speedrun.com/ge60fps/run/y6n7496z,Dam,Agent,https://www.speedrun.com/ge60fps/level/Dam
JDBlack721,0m 51s,51,24-Jun-18,https://www.speedrun.com/ge60fps/run/y8v20gdz,Dam,Agent,https://www.speedrun.com/ge60fps/level/Dam
LQwerty,0m 51s,51,21-Sep-18,https://www.speedrun.com/ge60fps/run/z15dpxry,Dam,Agent,https://www.speedrun.com/ge60fps/level/Dam
Marc-André_Morin,0m 51s,51,24-Feb-19,https://www.speedrun.com/ge60fps/run/y4wj4pqm,Dam,Agent,https://www.speedrun.com/ge60fps/level/Dam
SleeperJohns,0m 51s,51,27-Mar-20,https://www.speedrun.com/ge60fps/run/yw8e653y,Dam,Agent,https://www.speedrun.com/ge60fps/level/Dam
Kierkan,0m 51s,51,28-Apr-20,https://www.speedrun.com/ge60fps/run/yokkeo7z,Dam,Agent,https://www.speedrun.com/ge60fps/level/Dam
DaGuy,0m 51s,51,25-Aug-20,https://www.speedrun.com/ge60fps/run/znknj4vz,Dam,Agent,https://www.speedrun.com/ge60fps/level/Dam
BK,0m 51s,51,09-Sep-20,https://www.speedrun.com/ge60fps/run/yo3vqojy,Dam,Agent,https://www.speedrun.com/ge60fps/level/Dam
MOOMAN,0m 51s,51,19-Sep-20,https://www.speedrun.com/ge60fps/run/ylv4052m,Dam,Agent,https://www.speedrun.com/ge60fps/level/Dam
Onslatt,0m 51s,51,03-Nov-20,https://www.speedrun.com/ge60fps/run/zn30ee3y,Dam,Agent,https://www.speedrun.com/ge60fps/level/Dam
darkstar12,0m 51s,51,23-Nov-20,https://www.speedrun.com/ge60fps/run/yo3lx2jy,Dam,Agent,https://www.speedrun.com/ge60fps/level/Dam
fruitwhoops,0m 51s,51,26-Jan-21,https://www.speedrun.com/ge60fps/run/ylok353y,Dam,Agent,https://www.speedrun.com/ge60fps/level/Dam
Deyrenkenin,0m 51s,51,31-Jan-21,https://www.speedrun.com/ge60fps/run/yd90g6qz,Dam,Agent,https://www.speedrun.com/ge60fps/level/Dam
jgn,0m 51s,51,19-Feb-21,https://www.speedrun.com/ge60fps/run/y2vpoewz,Dam,Agent,https://www.speedrun.com/ge60fps/level/Dam
joshtheghost56k,0m 51s,51,21-Sep-21,https://www.speedrun.com/ge60fps/run/m772qj0m,Dam,Agent,https://www.speedrun.com/ge60fps/level/Dam
DistractedInsanity,0m 51s,51,15-Oct-21,https://www.speedrun.com/ge60fps/run/zn0x1gly,Dam,Agent,https://www.speedrun.com/ge60fps/level/Dam
iiFever,0m 51s,51,27-Oct-21,https://www.speedrun.com/ge60fps/run/y93e092y,Dam,Agent,https://www.speedrun.com/ge60fps/level/Dam
Vesly,0m 51s,51,04-Jan-22,https://www.speedrun.com/ge60fps/run/m7w8lowz,Dam,Agent,https://www.speedrun.com/ge60fps/level/Dam
qaexd,0m 51s,51,04-Jan-22,https://www.speedrun.com/ge60fps/run/y20g2p6m,Dam,Agent,https://www.speedrun.com/ge60fps/level/Dam
g0dz,0m 52s,52,29-Jul-20,https://www.speedrun.com/ge60fps/run/yw82dvpy,Dam,Agent,https://www.speedrun.com/ge60fps/level/Dam
Thetrashmaster,0m 52s,52,21-Sep-20,https://www.speedrun.com/ge60fps/run/ylv477km,Dam,Agent,https://www.speedrun.com/ge60fps/level/Dam
erikthedirector,0m 52s,52,29-Sep-20,https://www.speedrun.com/ge60fps/run/yd06exxz,Dam,Agent,https://www.speedrun.com/ge60fps/level/Dam
Arumin,0m 52s,52,04-Jan-21,https://www.speedrun.com/ge60fps/run/zgv04nnz,Dam,Agent,https://www.speedrun.com/ge60fps/level/Dam
teny,0m 52s,52,20-Jan-21,https://www.speedrun.com/ge60fps/run/z063rnez,Dam,Agent,https://www.speedrun.com/ge60fps/level/Dam
Nana7ZX,0m 52s,52,12-Apr-21,https://www.speedrun.com/ge60fps/run/zq1k271m,Dam,Agent,https://www.speedrun.com/ge60fps/level/Dam
Retroflex,0m 52s,52,20-Jun-21,https://www.speedrun.com/ge60fps/run/me7g370y,Dam,Agent,https://www.speedrun.com/ge60fps/level/Dam
Saber64,0m 52s,52,19-Jul-21,https://www.speedrun.com/ge60fps/run/zn1drq8m,Dam,Agent,https://www.speedrun.com/ge60fps/level/Dam
200Rounds,0m 52s,52,04-Oct-21,https://www.speedrun.com/ge60fps/run/zgr8ewvm,Dam,Agent,https://www.speedrun.com/ge60fps/level/Dam
kuwuabarra,0m 52s,52,08-Oct-21,https://www.speedrun.com/ge60fps/run/ylrd0kxy,Dam,Agent,https://www.speedrun.com/ge60fps/level/Dam
ScottyAV,0m 52s,52,15-Oct-21,https://www.speedrun.com/ge60fps/run/me4g93qy,Dam,Agent,https://www.speedrun.com/ge60fps/level/Dam
Toad_N64,0m 52s,52,04-Dec-21,https://www.speedrun.com/ge60fps/run/zgdnrevz,Dam,Agent,https://www.speedrun.com/ge60fps/level/Dam
jdlockefeller2002,0m 53s,53,01-Apr-20,https://www.speedrun.com/ge60fps/run/z1531ery,Dam,Agent,https://www.speedrun.com/ge60fps/level/Dam
SuperTiaanBro,0m 53s,53,10-Jan-21,https://www.speedrun.com/ge60fps/run/ylvgxwkm,Dam,Agent,https://www.speedrun.com/ge60fps/level/Dam
DeloreanWc,0m 53s,53,16-Jan-21,https://www.speedrun.com/ge60fps/run/ylo94rry,Dam,Agent,https://www.speedrun.com/ge60fps/level/Dam
trapmixRCF,0m 53s,53,22-Jan-21,https://www.speedrun.com/ge60fps/run/y66pjr6y,Dam,Agent,https://www.speedrun.com/ge60fps/level/Dam
SPOOKDOGG111,0m 53s,53,24-May-21,https://www.speedrun.com/ge60fps/run/yo7r195m,Dam,Agent,https://www.speedrun.com/ge60fps/level/Dam
bhow,0m 53s,53,13-Aug-21,https://www.speedrun.com/ge60fps/run/zqvw3n9m,Dam,Agent,https://www.speedrun.com/ge60fps/level/Dam
artificial,0m 53s,53,03-Sep-21,https://www.speedrun.com/ge60fps/run/zqvvnkrm,Dam,Agent,https://www.speedrun.com/ge60fps/level/Dam
QRoodle,0m 53s,53,04-Sep-21,https://www.speedrun.com/ge60fps/run/yj5xj6dm,Dam,Agent,https://www.speedrun.com/ge60fps/level/Dam
DondeluceGamingTTV,0m 53s,53,20-Sep-21,https://www.speedrun.com/ge60fps/run/zgrq01dm,Dam,Agent,https://www.speedrun.com/ge60fps/level/Dam
Moonlitembers,0m 53s,53,23-Sep-21,https://www.speedrun.com/ge60fps/run/zp8g8pvy,Dam,Agent,https://www.speedrun.com/ge60fps/level/Dam
Tomatoswallow,0m 53s,53,21-Dec-21,https://www.speedrun.com/ge60fps/run/mr6e3rgm,Dam,Agent,https://www.speedrun.com/ge60fps/level/Dam
CatSydromde,0m 53s,53,01-Jan-22,https://www.speedrun.com/ge60fps/run/zxl6275z,Dam,Agent,https://www.speedrun.com/ge60fps/level/Dam
Waterish,0m 53s,53,14-Feb-22,https://www.speedrun.com/ge60fps/run/ydwnl60m,Dam,Agent,https://www.speedrun.com/ge60fps/level/Dam
kiraa96,0m 54s,54,28-Oct-20,https://www.speedrun.com/ge60fps/run/y8rdoqxm,Dam,Agent,https://www.speedrun.com/ge60fps/level/Dam
ACSmurfs,0m 54s,54,27-Nov-20,https://www.speedrun.com/ge60fps/run/z09jqgjz,Dam,Agent,https://www.speedrun.com/ge60fps/level/Dam
Heavy_Q,0m 54s,54,04-Feb-21,https://www.speedrun.com/ge60fps/run/yv21446m,Dam,Agent,https://www.speedrun.com/ge60fps/level/Dam
marco2142,0m 54s,54,28-Jan-22,https://www.speedrun.com/ge60fps/run/yjx8g1gz,Dam,Agent,https://www.speedrun.com/ge60fps/level/Dam
CJs,0m 55s,55,10-Jan-21,https://www.speedrun.com/ge60fps/run/y8r5kwnm,Dam,Agent,https://www.speedrun.com/ge60fps/level/Dam
Acadie,1m 11s,71,18-Jul-20,https://www.speedrun.com/ge60fps/run/ywkqrp2y,Dam,Secret Agent,https://www.speedrun.com/ge60fps/level/Dam
RaskeShades,1m 11s,71,16-Sep-21,https://www.speedrun.com/ge60fps/run/zqv94j1m,Dam,Secret Agent,https://www.speedrun.com/ge60fps/level/Dam
DuskyLW,1m 12s,72,15-Feb-20,https://www.speedrun.com/ge60fps/run/z05wp78m,Dam,Secret Agent,https://www.speedrun.com/ge60fps/level/Dam
fruitwhoops,1m 12s,72,01-Feb-21,https://www.speedrun.com/ge60fps/run/yw0dlknm,Dam,Secret Agent,https://www.speedrun.com/ge60fps/level/Dam
Marc-André_Morin,1m 13s,73,08-May-21,https://www.speedrun.com/ge60fps/run/ylqolxrz,Dam,Secret Agent,https://www.speedrun.com/ge60fps/level/Dam
XSESupremebanana,1m 14s,74,25-Oct-20,https://www.speedrun.com/ge60fps/run/zxdg625y,Dam,Secret Agent,https://www.speedrun.com/ge60fps/level/Dam
Retroflex,1m 14s,74,16-Sep-21,https://www.speedrun.com/ge60fps/run/yde15vqm,Dam,Secret Agent,https://www.speedrun.com/ge60fps/level/Dam
g0dz,1m 17s,77,29-Jul-20,https://www.speedrun.com/ge60fps/run/zqwp485z,Dam,Secret Agent,https://www.speedrun.com/ge60fps/level/Dam
Herppaderpp,1m 48s,108,20-Nov-20,https://www.speedrun.com/ge60fps/run/zplg0lvm,Dam,00 Agent,https://www.speedrun.com/ge60fps/level/Dam
DuskyLW,1m 49s,109,26-Mar-20,https://www.speedrun.com/ge60fps/run/m7g16oem,Dam,00 Agent,https://www.speedrun.com/ge60fps/level/Dam
APBGamerPlay,1m 49s,109,25-Apr-21,https://www.speedrun.com/ge60fps/run/z0r189oz,Dam,00 Agent,https://www.speedrun.com/ge60fps/level/Dam
Acadie,1m 51s,111,07-Jul-21,https://www.speedrun.com/ge60fps/run/me47loqy,Dam,00 Agent,https://www.speedrun.com/ge60fps/level/Dam
g0dz,2m 04s,124,29-Jul-20,https://www.speedrun.com/ge60fps/run/zpror6gm,Dam,00 Agent,https://www.speedrun.com/ge60fps/level/Dam
Herppaderpp,0m 40s,40,01-Aug-20,https://www.speedrun.com/ge60fps/run/z5jwg3nm,Facility,Agent,https://www.speedrun.com/ge60fps/level/Facility
DuskyLW,0m 40s,40,31-Aug-20,https://www.speedrun.com/ge60fps/run/mk3jk4lz,Facility,Agent,https://www.speedrun.com/ge60fps/level/Facility
APBGamerPlay,0m 43s,43,27-Feb-21,https://www.speedrun.com/ge60fps/run/zx636j8z,Facility,Agent,https://www.speedrun.com/ge60fps/level/Facility
Retroflex,0m 43s,43,06-Feb-22,https://www.speedrun.com/ge60fps/run/y6nq7xqz,Facility,Agent,https://www.speedrun.com/ge60fps/level/Facility
Acadie,0m 44s,44,01-Sep-21,https://www.speedrun.com/ge60fps/run/y9330p2y,Facility,Agent,https://www.speedrun.com/ge60fps/level/Facility
Hovezipwn,0m 45s,45,14-Nov-21,https://www.speedrun.com/ge60fps/run/zxor795z,Facility,Agent,https://www.speedrun.com/ge60fps/level/Facility
Kierkan,0m 46s,46,02-May-20,https://www.speedrun.com/ge60fps/run/y65r5lpz,Facility,Agent,https://www.speedrun.com/ge60fps/level/Facility
qaexd,0m 46s,46,03-Feb-22,https://www.speedrun.com/ge60fps/run/z0ox5eez,Facility,Agent,https://www.speedrun.com/ge60fps/level/Facility
jgn,0m 47s,47,25-Feb-21,https://www.speedrun.com/ge60fps/run/znojeo8y,Facility,Agent,https://www.speedrun.com/ge60fps/level/Facility
Saber64,0m 49s,49,04-Jul-21,https://www.speedrun.com/ge60fps/run/y99wrwry,Facility,Agent,https://www.speedrun.com/ge60fps/level/Facility
Toad_N64,0m 52s,52,13-Dec-21,https://www.speedrun.com/ge60fps/run/ydw5v1qm,Facility,Agent,https://www.speedrun.com/ge60fps/level/Facility
DeloreanWc,0m 53s,53,16-Jan-21,https://www.speedrun.com/ge60fps/run/y4253rdm,Facility,Agent,https://www.speedrun.com/ge60fps/level/Facility
CJs,0m 55s,55,10-Jan-21,https://www.speedrun.com/ge60fps/run/zq4xdoxm,Facility,Agent,https://www.speedrun.com/ge60fps/level/Facility
trapmixRCF,0m 57s,57,22-Jan-21,https://www.speedrun.com/ge60fps/run/m78plw9z,Facility,Agent,https://www.speedrun.com/ge60fps/level/Facility
Herppaderpp,0m 47s,47,03-Dec-20,https://www.speedrun.com/ge60fps/run/ywdn789z,Facility,Secret Agent,https://www.speedrun.com/ge60fps/level/Facility
DuskyLW,0m 50s,50,27-May-20,https://www.speedrun.com/ge60fps/run/mk35ojlz,Facility,Secret Agent,https://www.speedrun.com/ge60fps/level/Facility
BulletTimeTails,1m 05s,65,24-May-20,https://www.speedrun.com/ge60fps/run/z15xx1gy,Facility,Secret Agent,https://www.speedrun.com/ge60fps/level/Facility
Herppaderpp,0m 48s,48,16-Aug-20,https://www.speedrun.com/ge60fps/run/yjlrv8dz,Facility,00 Agent,https://www.speedrun.com/ge60fps/level/Facility
DuskyLW,0m 50s,50,27-May-20,https://www.speedrun.com/ge60fps/run/m7g7er9m,Facility,00 Agent,https://www.speedrun.com/ge60fps/level/Facility
DuskyLW,0m 21s,21,05-Mar-19,https://www.speedrun.com/ge60fps/run/meov3j8z,Runway,Agent,https://www.speedrun.com/ge60fps/level/Runway
Deyrenkenin,0m 22s,22,02-Jun-21,https://www.speedrun.com/ge60fps/run/ydr17j0z,Runway,Agent,https://www.speedrun.com/ge60fps/level/Runway
Retroflex,0m 22s,22,20-Jun-21,https://www.speedrun.com/ge60fps/run/zp1x93xz,Runway,Agent,https://www.speedrun.com/ge60fps/level/Runway
bigtomiman,0m 22s,22,06-Sep-21,https://www.speedrun.com/ge60fps/run/zgrdd2em,Runway,Agent,https://www.speedrun.com/ge60fps/level/Runway
mubeblue,0m 22s,22,15-Oct-21,https://www.speedrun.com/ge60fps/run/ylrx0kxy,Runway,Agent,https://www.speedrun.com/ge60fps/level/Runway
DistractedInsanity,0m 22s,22,19-Oct-21,https://www.speedrun.com/ge60fps/run/yvoxkq4z,Runway,Agent,https://www.speedrun.com/ge60fps/level/Runway
jgn,0m 23s,23,04-Feb-21,https://www.speedrun.com/ge60fps/run/m7884q4z,Runway,Agent,https://www.speedrun.com/ge60fps/level/Runway
SPOOKDOGG111,0m 23s,23,01-Jun-21,https://www.speedrun.com/ge60fps/run/z1rgql7m,Runway,Agent,https://www.speedrun.com/ge60fps/level/Runway
QRoodle,0m 23s,23,14-Sep-21,https://www.speedrun.com/ge60fps/run/ylr7w5ry,Runway,Agent,https://www.speedrun.com/ge60fps/level/Runway
qaexd,0m 23s,23,28-Dec-21,https://www.speedrun.com/ge60fps/run/zq0d4x5y,Runway,Agent,https://www.speedrun.com/ge60fps/level/Runway
Vesly,0m 23s,23,28-Dec-21,https://www.speedrun.com/ge60fps/run/yor3900y,Runway,Agent,https://www.speedrun.com/ge60fps/level/Runway
DeloreanWc,0m 24s,24,18-Jun-20,https://www.speedrun.com/ge60fps/run/z15g467y,Runway,Agent,https://www.speedrun.com/ge60fps/level/Runway
artificial,0m 24s,24,03-Sep-21,https://www.speedrun.com/ge60fps/run/yj55rp7m,Runway,Agent,https://www.speedrun.com/ge60fps/level/Runway
DondeluceGamingTTV,0m 24s,24,21-Sep-21,https://www.speedrun.com/ge60fps/run/z5deo9nm,Runway,Agent,https://www.speedrun.com/ge60fps/level/Runway
Tomatoswallow,0m 24s,24,23-Dec-21,https://www.speedrun.com/ge60fps/run/mr6k6o2m,Runway,Agent,https://www.speedrun.com/ge60fps/level/Runway
SuperTiaanBro,0m 25s,25,09-Jan-21,https://www.speedrun.com/ge60fps/run/yo31pw0y,Runway,Agent,https://www.speedrun.com/ge60fps/level/Runway
CJs,0m 25s,25,10-Jan-21,https://www.speedrun.com/ge60fps/run/ywdlgp3z,Runway,Agent,https://www.speedrun.com/ge60fps/level/Runway
Moonlitembers,0m 25s,25,21-Sep-21,https://www.speedrun.com/ge60fps/run/y936o1ry,Runway,Agent,https://www.speedrun.com/ge60fps/level/Runway
n64man098,0m 25s,25,25-Jan-22,https://www.speedrun.com/ge60fps/run/ywj6wk9z,Runway,Agent,https://www.speedrun.com/ge60fps/level/Runway
bhow,0m 26s,26,12-Aug-21,https://www.speedrun.com/ge60fps/run/y8e178dy,Runway,Agent,https://www.speedrun.com/ge60fps/level/Runway
kuwuabarra,0m 26s,26,05-Oct-21,https://www.speedrun.com/ge60fps/run/zxowxn5z,Runway,Agent,https://www.speedrun.com/ge60fps/level/Runway
trapmixRCF,0m 28s,28,22-Jan-21,https://www.speedrun.com/ge60fps/run/yw0p2j2m,Runway,Agent,https://www.speedrun.com/ge60fps/level/Runway
Czargameing,0m 28s,28,05-Dec-21,https://www.speedrun.com/ge60fps/run/ydwqqrwm,Runway,Agent,https://www.speedrun.com/ge60fps/level/Runway
DuskyLW,0m 22s,22,26-Mar-20,https://www.speedrun.com/ge60fps/run/y259pk9y,Runway,Secret Agent,https://www.speedrun.com/ge60fps/level/Runway
Acadie,0m 22s,22,18-Jul-20,https://www.speedrun.com/ge60fps/run/zgrge70m,Runway,Secret Agent,https://www.speedrun.com/ge60fps/level/Runway
Retroflex,0m 22s,22,06-Jul-21,https://www.speedrun.com/ge60fps/run/ydrpwwqz,Runway,Secret Agent,https://www.speedrun.com/ge60fps/level/Runway
DistractedInsanity,0m 23s,23,19-Oct-21,https://www.speedrun.com/ge60fps/run/yj59vx3m,Runway,Secret Agent,https://www.speedrun.com/ge60fps/level/Runway
SPOOKDOGG111,0m 26s,26,02-Jun-21,https://www.speedrun.com/ge60fps/run/y6dxe40m,Runway,Secret Agent,https://www.speedrun.com/ge60fps/level/Runway
erikthedirector,0m 27s,27,26-Nov-20,https://www.speedrun.com/ge60fps/run/z09jr59z,Runway,Secret Agent,https://www.speedrun.com/ge60fps/level/Runway
DuskyLW,0m 37s,37,14-Jan-21,https://www.speedrun.com/ge60fps/run/ylo3lvxy,Runway,00 Agent,https://www.speedrun.com/ge60fps/level/Runway
Retroflex,0m 37s,37,18-Jul-21,https://www.speedrun.com/ge60fps/run/zp1jvvnz,Runway,00 Agent,https://www.speedrun.com/ge60fps/level/Runway
APBGamerPlay,0m 38s,38,29-Mar-21,https://www.speedrun.com/ge60fps/run/z064e18z,Runway,00 Agent,https://www.speedrun.com/ge60fps/level/Runway
SPOOKDOGG111,0m 39s,39,07-Jun-21,https://www.speedrun.com/ge60fps/run/y996q4ey,Runway,00 Agent,https://www.speedrun.com/ge60fps/level/Runway
erikthedirector,0m 41s,41,24-Dec-20,https://www.speedrun.com/ge60fps/run/m75vq3ez,Runway,00 Agent,https://www.speedrun.com/ge60fps/level/Runway
AlanUranus,0m 52s,52,04-Nov-20,https://www.speedrun.com/ge60fps/run/mk8elglm,Runway,00 Agent,https://www.speedrun.com/ge60fps/level/Runway
DuskyLW,0m 59s,59,30-Jul-20,https://www.speedrun.com/ge60fps/run/m7gl689m,Surface 1,Agent,https://www.speedrun.com/ge60fps/level/Surface 1
Herppaderpp,1m 00s,60,14-Jul-20,https://www.speedrun.com/ge60fps/run/m7gn4j9m,Surface 1,Agent,https://www.speedrun.com/ge60fps/level/Surface 1
RaskeShades,1m 00s,60,11-Jul-21,https://www.speedrun.com/ge60fps/run/z0r4o7jz,Surface 1,Agent,https://www.speedrun.com/ge60fps/level/Surface 1
Deyrenkenin,1m 00s,60,12-Sep-21,https://www.speedrun.com/ge60fps/run/ywk3np2y,Surface 1,Agent,https://www.speedrun.com/ge60fps/level/Surface 1
XSESupremebanana,1m 01s,61,08-Aug-21,https://www.speedrun.com/ge60fps/run/y935n72y,Surface 1,Agent,https://www.speedrun.com/ge60fps/level/Surface 1
DistractedInsanity,1m 01s,61,16-Oct-21,https://www.speedrun.com/ge60fps/run/y69e000y,Surface 1,Agent,https://www.speedrun.com/ge60fps/level/Surface 1
Retroflex,1m 01s,61,06-Feb-22,https://www.speedrun.com/ge60fps/run/y6nq7oqz,Surface 1,Agent,https://www.speedrun.com/ge60fps/level/Surface 1
jgn,1m 03s,63,06-Feb-21,https://www.speedrun.com/ge60fps/run/y66dd8qy,Surface 1,Agent,https://www.speedrun.com/ge60fps/level/Surface 1
Saber64,1m 03s,63,13-Jul-21,https://www.speedrun.com/ge60fps/run/zxgr1k8y,Surface 1,Agent,https://www.speedrun.com/ge60fps/level/Surface 1
Toad_N64,1m 03s,63,04-Dec-21,https://www.speedrun.com/ge60fps/run/zp2q8w8y,Surface 1,Agent,https://www.speedrun.com/ge60fps/level/Surface 1
AlanUranus,1m 04s,64,10-Nov-20,https://www.speedrun.com/ge60fps/run/ywd31g9z,Surface 1,Agent,https://www.speedrun.com/ge60fps/level/Surface 1
DeloreanWc,1m 05s,65,02-Dec-20,https://www.speedrun.com/ge60fps/run/mr92rngm,Surface 1,Agent,https://www.speedrun.com/ge60fps/level/Surface 1
CJs,1m 07s,67,10-Jan-21,https://www.speedrun.com/ge60fps/run/zpl76prm,Surface 1,Agent,https://www.speedrun.com/ge60fps/level/Surface 1
DondeluceGamingTTV,1m 07s,67,20-Sep-21,https://www.speedrun.com/ge60fps/run/m77x4n0m,Surface 1,Agent,https://www.speedrun.com/ge60fps/level/Surface 1
kuwuabarra,1m 08s,68,06-Oct-21,https://www.speedrun.com/ge60fps/run/yde2onjm,Surface 1,Agent,https://www.speedrun.com/ge60fps/level/Surface 1
Czargameing,1m 10s,70,18-Oct-21,https://www.speedrun.com/ge60fps/run/ywkx59ny,Surface 1,Agent,https://www.speedrun.com/ge60fps/level/Surface 1
trapmixRCF,1m 11s,71,22-Jan-21,https://www.speedrun.com/ge60fps/run/yj14qp7y,Surface 1,Agent,https://www.speedrun.com/ge60fps/level/Surface 1
DuskyLW,1m 44s,104,28-May-20,https://www.speedrun.com/ge60fps/run/ylkrwn3z,Surface 1,Secret Agent,https://www.speedrun.com/ge60fps/level/Surface 1
RaskeShades,1m 44s,104,11-Jul-21,https://www.speedrun.com/ge60fps/run/ylqwevxz,Surface 1,Secret Agent,https://www.speedrun.com/ge60fps/level/Surface 1
Retroflex,1m 46s,106,03-Jan-22,https://www.speedrun.com/ge60fps/run/zxl685ez,Surface 1,Secret Agent,https://www.speedrun.com/ge60fps/level/Surface 1
Deyrenkenin,1m 48s,108,05-Apr-21,https://www.speedrun.com/ge60fps/run/m3nppn4y,Surface 1,Secret Agent,https://www.speedrun.com/ge60fps/level/Surface 1
