player_name,time,time_in_seconds,date,video,level,difficulty,url
DuskyLW,1m 44s,104,28-May-20,https://www.speedrun.com/ge60fps/run/m7g742wm,Surface 1,00 Agent,https://www.speedrun.com/ge60fps/level/Surface 1
erikthedirector,1m 55s,115,30-Nov-20,https://www.speedrun.com/ge60fps/run/mk8qkp3m,Surface 1,00 Agent,https://www.speedrun.com/ge60fps/level/Surface 1
JDBlack721,0m 15s,15,20-Dec-18,https://www.speedrun.com/ge60fps/run/mr4kle4z,Bunker 1,Agent,https://www.speedrun.com/ge60fps/level/Bunker 1
DuskyLW,0m 15s,15,07-Feb-19,https://www.speedrun.com/ge60fps/run/y4w9q8km,Bunker 1,Agent,https://www.speedrun.com/ge60fps/level/Bunker 1
Herppaderpp,0m 15s,15,05-Jul-20,https://www.speedrun.com/ge60fps/run/mrk2707y,Bunker 1,Agent,https://www.speedrun.com/ge60fps/level/Bunker 1
BK,0m 15s,15,26-Sep-20,https://www.speedrun.com/ge60fps/run/zpl4qwvm,Bunker 1,Agent,https://www.speedrun.com/ge60fps/level/Bunker 1
Onslatt,0m 15s,15,31-Oct-20,https://www.speedrun.com/ge60fps/run/m7575vwz,Bunker 1,Agent,https://www.speedrun.com/ge60fps/level/Bunker 1
Addict_Park,0m 15s,15,23-May-21,https://www.speedrun.com/ge60fps/run/y6dnjdqm,Bunker 1,Agent,https://www.speedrun.com/ge60fps/level/Bunker 1
Deyrenkenin,0m 15s,15,15-Jul-21,https://www.speedrun.com/ge60fps/run/zq1l48xm,Bunker 1,Agent,https://www.speedrun.com/ge60fps/level/Bunker 1
Retroflex,0m 15s,15,23-Oct-21,https://www.speedrun.com/ge60fps/run/z078njoy,Bunker 1,Agent,https://www.speedrun.com/ge60fps/level/Bunker 1
DistractedInsanity,0m 15s,15,24-Oct-21,https://www.speedrun.com/ge60fps/run/mk5owwlm,Bunker 1,Agent,https://www.speedrun.com/ge60fps/level/Bunker 1
Acadie,0m 16s,16,26-Aug-21,https://www.speedrun.com/ge60fps/run/m376lvdz,Bunker 1,Agent,https://www.speedrun.com/ge60fps/level/Bunker 1
Kierkan,0m 17s,17,02-May-20,https://www.speedrun.com/ge60fps/run/zgwvwkdy,Bunker 1,Agent,https://www.speedrun.com/ge60fps/level/Bunker 1
jgn,0m 17s,17,22-Feb-21,https://www.speedrun.com/ge60fps/run/zqg9pw9m,Bunker 1,Agent,https://www.speedrun.com/ge60fps/level/Bunker 1
Saber64,0m 17s,17,27-Jul-21,https://www.speedrun.com/ge60fps/run/zqvknk5m,Bunker 1,Agent,https://www.speedrun.com/ge60fps/level/Bunker 1
qaexd,0m 18s,18,07-Feb-22,https://www.speedrun.com/ge60fps/run/y20kvd5m,Bunker 1,Agent,https://www.speedrun.com/ge60fps/level/Bunker 1
QRoodle,0m 19s,19,21-Sep-21,https://www.speedrun.com/ge60fps/run/yo6lj90y,Bunker 1,Agent,https://www.speedrun.com/ge60fps/level/Bunker 1
CJs,0m 20s,20,10-Jan-21,https://www.speedrun.com/ge60fps/run/yd0knowz,Bunker 1,Agent,https://www.speedrun.com/ge60fps/level/Bunker 1
DondeluceGamingTTV,0m 21s,21,23-Sep-21,https://www.speedrun.com/ge60fps/run/zqve7o9m,Bunker 1,Agent,https://www.speedrun.com/ge60fps/level/Bunker 1
kuwuabarra,0m 22s,22,10-Oct-21,https://www.speedrun.com/ge60fps/run/zp86ggxy,Bunker 1,Agent,https://www.speedrun.com/ge60fps/level/Bunker 1
Moonlitembers,0m 23s,23,23-Sep-21,https://www.speedrun.com/ge60fps/run/m37l3vgz,Bunker 1,Agent,https://www.speedrun.com/ge60fps/level/Bunker 1
trapmixRCF,0m 27s,27,22-Jan-21,https://www.speedrun.com/ge60fps/run/mk79wv3y,Bunker 1,Agent,https://www.speedrun.com/ge60fps/level/Bunker 1
DuskyLW,0m 19s,19,09-Jul-20,https://www.speedrun.com/ge60fps/run/mk3p2qvz,Bunker 1,Secret Agent,https://www.speedrun.com/ge60fps/level/Bunker 1
Addict_Park,0m 19s,19,10-Jun-21,https://www.speedrun.com/ge60fps/run/ywqrvppy,Bunker 1,Secret Agent,https://www.speedrun.com/ge60fps/level/Bunker 1
RaskeShades,0m 19s,19,04-Sep-21,https://www.speedrun.com/ge60fps/run/zp82nqgy,Bunker 1,Secret Agent,https://www.speedrun.com/ge60fps/level/Bunker 1
Retroflex,0m 19s,19,24-Oct-21,https://www.speedrun.com/ge60fps/run/z1xv65rm,Bunker 1,Secret Agent,https://www.speedrun.com/ge60fps/level/Bunker 1
Herppaderpp,0m 21s,21,05-Jul-20,https://www.speedrun.com/ge60fps/run/zgw8qpjy,Bunker 1,Secret Agent,https://www.speedrun.com/ge60fps/level/Bunker 1
Acadie,1m 06s,66,09-Sep-20,https://www.speedrun.com/ge60fps/run/y8ed61wy,Bunker 1,00 Agent,https://www.speedrun.com/ge60fps/level/Bunker 1
Addict_Park,1m 06s,66,23-Dec-21,https://www.speedrun.com/ge60fps/run/y205d06m,Bunker 1,00 Agent,https://www.speedrun.com/ge60fps/level/Bunker 1
APBGamerPlay,1m 10s,70,27-Jan-21,https://www.speedrun.com/ge60fps/run/y9n0vdez,Bunker 1,00 Agent,https://www.speedrun.com/ge60fps/level/Bunker 1
alkamaass,1m 12s,72,28-Dec-20,https://www.speedrun.com/ge60fps/run/m75jq95z,Bunker 1,00 Agent,https://www.speedrun.com/ge60fps/level/Bunker 1
AlanUranus,1m 27s,87,04-Nov-20,https://www.speedrun.com/ge60fps/run/zq406rrm,Bunker 1,00 Agent,https://www.speedrun.com/ge60fps/level/Bunker 1
erikthedirector,1m 31s,91,06-Dec-20,https://www.speedrun.com/ge60fps/run/z1o980gm,Bunker 1,00 Agent,https://www.speedrun.com/ge60fps/level/Bunker 1
DuskyLW,0m 55s,55,26-Oct-20,https://www.speedrun.com/ge60fps/run/ywdqq8pz,Silo,Agent,https://www.speedrun.com/ge60fps/level/Silo
iiFever,0m 55s,55,27-Oct-21,https://www.speedrun.com/ge60fps/run/m77lg75m,Silo,Agent,https://www.speedrun.com/ge60fps/level/Silo
Acadie,0m 57s,57,19-Sep-20,https://www.speedrun.com/ge60fps/run/ywkqr42y,Silo,Agent,https://www.speedrun.com/ge60fps/level/Silo
Shiva007,0m 59s,59,12-May-21,https://www.speedrun.com/ge60fps/run/z0rrxdez,Silo,Agent,https://www.speedrun.com/ge60fps/level/Silo
XSESupremebanana,1m 00s,60,16-Oct-20,https://www.speedrun.com/ge60fps/run/z533w95y,Silo,Agent,https://www.speedrun.com/ge60fps/level/Silo
Lazyturtle,1m 00s,60,21-Aug-21,https://www.speedrun.com/ge60fps/run/zxo69lez,Silo,Agent,https://www.speedrun.com/ge60fps/level/Silo
Retroflex,1m 00s,60,08-Jan-22,https://www.speedrun.com/ge60fps/run/y20x655m,Silo,Agent,https://www.speedrun.com/ge60fps/level/Silo
APBGamerPlay,1m 01s,61,02-Feb-21,https://www.speedrun.com/ge60fps/run/mr447xgz,Silo,Agent,https://www.speedrun.com/ge60fps/level/Silo
Hovezipwn,1m 03s,63,14-Nov-21,https://www.speedrun.com/ge60fps/run/mrnp7jdy,Silo,Agent,https://www.speedrun.com/ge60fps/level/Silo
erikthedirector,1m 05s,65,24-Dec-20,https://www.speedrun.com/ge60fps/run/zgv9k8dz,Silo,Agent,https://www.speedrun.com/ge60fps/level/Silo
Saber64,1m 08s,68,25-Jul-21,https://www.speedrun.com/ge60fps/run/zqvk0v9m,Silo,Agent,https://www.speedrun.com/ge60fps/level/Silo
MOOMAN,1m 10s,70,19-Sep-20,https://www.speedrun.com/ge60fps/run/yd03580z,Silo,Agent,https://www.speedrun.com/ge60fps/level/Silo
BulletTimeTails,1m 13s,73,05-Jun-20,https://www.speedrun.com/ge60fps/run/y90vo32y,Silo,Agent,https://www.speedrun.com/ge60fps/level/Silo
CJs,1m 14s,74,10-Jan-21,https://www.speedrun.com/ge60fps/run/y8r5p8wm,Silo,Agent,https://www.speedrun.com/ge60fps/level/Silo
DuskyLW,0m 59s,59,25-Oct-20,https://www.speedrun.com/ge60fps/run/y9195xrm,Silo,Secret Agent,https://www.speedrun.com/ge60fps/level/Silo
Acadie,1m 00s,60,16-Sep-20,https://www.speedrun.com/ge60fps/run/yvo1p3xz,Silo,Secret Agent,https://www.speedrun.com/ge60fps/level/Silo
Herppaderpp,1m 02s,62,24-Oct-20,https://www.speedrun.com/ge60fps/run/z53r59ny,Silo,Secret Agent,https://www.speedrun.com/ge60fps/level/Silo
XSESupremebanana,1m 10s,70,20-Jan-21,https://www.speedrun.com/ge60fps/run/y423qwqm,Silo,Secret Agent,https://www.speedrun.com/ge60fps/level/Silo
erikthedirector,1m 34s,94,20-Oct-20,https://www.speedrun.com/ge60fps/run/me69jg2z,Silo,Secret Agent,https://www.speedrun.com/ge60fps/level/Silo
Herppaderpp,1m 14s,74,25-Feb-21,https://www.speedrun.com/ge60fps/run/z06nqq9z,Silo,00 Agent,https://www.speedrun.com/ge60fps/level/Silo
APBGamerPlay,1m 26s,86,08-Feb-21,https://www.speedrun.com/ge60fps/run/y66dk0qy,Silo,00 Agent,https://www.speedrun.com/ge60fps/level/Silo
JDBlack721,1m 30s,90,27-Jan-21,https://www.speedrun.com/ge60fps/run/y42woonm,Silo,00 Agent,https://www.speedrun.com/ge60fps/level/Silo
alkamaass,8m 33s,513,26-Dec-20,https://www.speedrun.com/ge60fps/run/zpl52x8m,Silo,00 Agent,https://www.speedrun.com/ge60fps/level/Silo
DuskyLW,0m 21s,21,09-Apr-20,https://www.speedrun.com/ge60fps/run/y25qxqwy,Frigate,Agent,https://www.speedrun.com/ge60fps/level/Frigate
DistractedInsanity,0m 23s,23,18-Oct-21,https://www.speedrun.com/ge60fps/run/m77ojdwm,Frigate,Agent,https://www.speedrun.com/ge60fps/level/Frigate
jdlockefeller2002,0m 24s,24,02-Apr-20,https://www.speedrun.com/ge60fps/run/yv6gq3ez,Frigate,Agent,https://www.speedrun.com/ge60fps/level/Frigate
jgn,0m 24s,24,09-Feb-21,https://www.speedrun.com/ge60fps/run/m3n7d8wy,Frigate,Agent,https://www.speedrun.com/ge60fps/level/Frigate
DeloreanWc,0m 33s,33,01-Aug-20,https://www.speedrun.com/ge60fps/run/meo2059z,Frigate,Agent,https://www.speedrun.com/ge60fps/level/Frigate
CJs,0m 35s,35,10-Jan-21,https://www.speedrun.com/ge60fps/run/yj6n9p7z,Frigate,Agent,https://www.speedrun.com/ge60fps/level/Frigate
kuwuabarra,0m 35s,35,05-Oct-21,https://www.speedrun.com/ge60fps/run/zn0exv3y,Frigate,Agent,https://www.speedrun.com/ge60fps/level/Frigate
DuskyLW,0m 58s,58,31-Aug-20,https://www.speedrun.com/ge60fps/run/z05vo49m,Frigate,Secret Agent,https://www.speedrun.com/ge60fps/level/Frigate
Hovezipwn,1m 05s,65,31-Dec-21,https://www.speedrun.com/ge60fps/run/mke8x15m,Frigate,Secret Agent,https://www.speedrun.com/ge60fps/level/Frigate
Deyrenkenin,1m 08s,68,10-Apr-21,https://www.speedrun.com/ge60fps/run/y6d3dx1m,Frigate,Secret Agent,https://www.speedrun.com/ge60fps/level/Frigate
BulletTimeTails,2m 04s,124,05-Jun-20,https://www.speedrun.com/ge60fps/run/z15pdxjy,Frigate,Secret Agent,https://www.speedrun.com/ge60fps/level/Frigate
Acadie,1m 04s,64,02-Sep-20,https://www.speedrun.com/ge60fps/run/y69d2lqy,Frigate,00 Agent,https://www.speedrun.com/ge60fps/level/Frigate
alkamaass,1m 05s,65,28-Dec-20,https://www.speedrun.com/ge60fps/run/y8rlqv5m,Frigate,00 Agent,https://www.speedrun.com/ge60fps/level/Frigate
Deyrenkenin,1m 18s,78,11-Jul-21,https://www.speedrun.com/ge60fps/run/mr1p6o7z,Frigate,00 Agent,https://www.speedrun.com/ge60fps/level/Frigate
AlanUranus,1m 25s,85,05-Nov-20,https://www.speedrun.com/ge60fps/run/yj6xkgoz,Frigate,00 Agent,https://www.speedrun.com/ge60fps/level/Frigate
erikthedirector,1m 26s,86,24-Dec-20,https://www.speedrun.com/ge60fps/run/yd0o6ljz,Frigate,00 Agent,https://www.speedrun.com/ge60fps/level/Frigate
Acadie,0m 46s,46,24-Jun-20,https://www.speedrun.com/ge60fps/run/zxog34gz,Surface 2,Agent,https://www.speedrun.com/ge60fps/level/Surface 2
Onslatt,0m 47s,47,08-Jan-21,https://www.speedrun.com/ge60fps/run/y2doo79z,Surface 2,Agent,https://www.speedrun.com/ge60fps/level/Surface 2
DuskyLW,0m 48s,48,15-Feb-20,https://www.speedrun.com/ge60fps/run/y6530njz,Surface 2,Agent,https://www.speedrun.com/ge60fps/level/Surface 2
Retroflex,0m 52s,52,21-Aug-21,https://www.speedrun.com/ge60fps/run/yvo9ee4z,Surface 2,Agent,https://www.speedrun.com/ge60fps/level/Surface 2
jgn,0m 54s,54,06-Feb-21,https://www.speedrun.com/ge60fps/run/yj1gg77y,Surface 2,Agent,https://www.speedrun.com/ge60fps/level/Surface 2
AlanUranus,0m 55s,55,10-Nov-20,https://www.speedrun.com/ge60fps/run/y91v7dnm,Surface 2,Agent,https://www.speedrun.com/ge60fps/level/Surface 2
erikthedirector,0m 56s,56,22-Oct-20,https://www.speedrun.com/ge60fps/run/z096qn4z,Surface 2,Agent,https://www.speedrun.com/ge60fps/level/Surface 2
DondeluceGamingTTV,0m 56s,56,20-Sep-21,https://www.speedrun.com/ge60fps/run/z07lgw9y,Surface 2,Agent,https://www.speedrun.com/ge60fps/level/Surface 2
CJs,0m 59s,59,11-Jan-21,https://www.speedrun.com/ge60fps/run/zq4xnn8m,Surface 2,Agent,https://www.speedrun.com/ge60fps/level/Surface 2
Onslatt,0m 50s,50,13-Dec-20,https://www.speedrun.com/ge60fps/run/y8rpgd1m,Surface 2,Secret Agent,https://www.speedrun.com/ge60fps/level/Surface 2
Retroflex,0m 52s,52,28-Aug-21,https://www.speedrun.com/ge60fps/run/z1xrxg9m,Surface 2,Secret Agent,https://www.speedrun.com/ge60fps/level/Surface 2
DuskyLW,0m 53s,53,17-Oct-20,https://www.speedrun.com/ge60fps/run/z099vnjz,Surface 2,Secret Agent,https://www.speedrun.com/ge60fps/level/Surface 2
XSESupremebanana,0m 53s,53,07-Nov-20,https://www.speedrun.com/ge60fps/run/z0r25o8z,Surface 2,Secret Agent,https://www.speedrun.com/ge60fps/level/Surface 2
Onslatt,1m 18s,78,22-Dec-20,https://www.speedrun.com/ge60fps/run/zq4p2d1m,Surface 2,00 Agent,https://www.speedrun.com/ge60fps/level/Surface 2
DuskyLW,1m 21s,81,28-Oct-20,https://www.speedrun.com/ge60fps/run/y4er6qnm,Surface 2,00 Agent,https://www.speedrun.com/ge60fps/level/Surface 2
Retroflex,1m 27s,87,19-Nov-21,https://www.speedrun.com/ge60fps/run/z07g9l8y,Surface 2,00 Agent,https://www.speedrun.com/ge60fps/level/Surface 2
Acadie,0m 19s,19,24-Aug-21,https://www.speedrun.com/ge60fps/run/y69d2rjy,Bunker 2,Agent,https://www.speedrun.com/ge60fps/level/Bunker 2
Onslatt,0m 20s,20,08-Aug-21,https://www.speedrun.com/ge60fps/run/zqvrg48m,Bunker 2,Agent,https://www.speedrun.com/ge60fps/level/Bunker 2
Deyrenkenin,0m 20s,20,13-Aug-21,https://www.speedrun.com/ge60fps/run/y8e21oxy,Bunker 2,Agent,https://www.speedrun.com/ge60fps/level/Bunker 2
Retroflex,0m 21s,21,29-Aug-21,https://www.speedrun.com/ge60fps/run/zn01x53y,Bunker 2,Agent,https://www.speedrun.com/ge60fps/level/Bunker 2
DuskyLW,0m 24s,24,30-Jun-20,https://www.speedrun.com/ge60fps/run/ylk6x0kz,Bunker 2,Agent,https://www.speedrun.com/ge60fps/level/Bunker 2
XSESupremebanana,0m 24s,24,08-Aug-21,https://www.speedrun.com/ge60fps/run/zn0r3o8y,Bunker 2,Agent,https://www.speedrun.com/ge60fps/level/Bunker 2
Kierkan,0m 26s,26,29-Jun-20,https://www.speedrun.com/ge60fps/run/y652vj0z,Bunker 2,Agent,https://www.speedrun.com/ge60fps/level/Bunker 2
jgn,0m 26s,26,02-Mar-21,https://www.speedrun.com/ge60fps/run/z18le69y,Bunker 2,Agent,https://www.speedrun.com/ge60fps/level/Bunker 2
Saber64,0m 30s,30,01-Jul-21,https://www.speedrun.com/ge60fps/run/z1r7rkrm,Bunker 2,Agent,https://www.speedrun.com/ge60fps/level/Bunker 2
BulletTimeTails,0m 31s,31,05-Jun-20,https://www.speedrun.com/ge60fps/run/meo3vjqz,Bunker 2,Agent,https://www.speedrun.com/ge60fps/level/Bunker 2
CJs,0m 33s,33,11-Jan-21,https://www.speedrun.com/ge60fps/run/y6rkwwjy,Bunker 2,Agent,https://www.speedrun.com/ge60fps/level/Bunker 2
Onslatt,0m 40s,40,12-Aug-21,https://www.speedrun.com/ge60fps/run/yo6kvgjy,Bunker 2,Secret Agent,https://www.speedrun.com/ge60fps/level/Bunker 2
Herppaderpp,0m 41s,41,10-Oct-20,https://www.speedrun.com/ge60fps/run/yo3k5gdy,Bunker 2,Secret Agent,https://www.speedrun.com/ge60fps/level/Bunker 2
DuskyLW,0m 42s,42,02-Oct-20,https://www.speedrun.com/ge60fps/run/y8r1nn5m,Bunker 2,Secret Agent,https://www.speedrun.com/ge60fps/level/Bunker 2
Retroflex,0m 43s,43,10-Oct-21,https://www.speedrun.com/ge60fps/run/ylrd73ky,Bunker 2,Secret Agent,https://www.speedrun.com/ge60fps/level/Bunker 2
Acadie,0m 44s,44,06-Nov-21,https://www.speedrun.com/ge60fps/run/z5dn59jm,Bunker 2,00 Agent,https://www.speedrun.com/ge60fps/level/Bunker 2
Retroflex,0m 50s,50,31-Oct-21,https://www.speedrun.com/ge60fps/run/y8eg44xy,Bunker 2,00 Agent,https://www.speedrun.com/ge60fps/level/Bunker 2
AlanUranus,1m 30s,90,04-Nov-20,https://www.speedrun.com/ge60fps/run/ylvrgoxm,Bunker 2,00 Agent,https://www.speedrun.com/ge60fps/level/Bunker 2
Acadie,2m 16s,136,15-Aug-20,https://www.speedrun.com/ge60fps/run/z07rj1jy,Statue,Agent,https://www.speedrun.com/ge60fps/level/Statue
DuskyLW,2m 17s,137,22-Oct-20,https://www.speedrun.com/ge60fps/run/me692q0z,Statue,Agent,https://www.speedrun.com/ge60fps/level/Statue
Deyrenkenin,2m 24s,144,01-Mar-21,https://www.speedrun.com/ge60fps/run/zgxejxvm,Statue,Agent,https://www.speedrun.com/ge60fps/level/Statue
erikthedirector,2m 33s,153,20-Oct-20,https://www.speedrun.com/ge60fps/run/z530vljy,Statue,Agent,https://www.speedrun.com/ge60fps/level/Statue
CJs,2m 46s,166,11-Jan-21,https://www.speedrun.com/ge60fps/run/mk8jxn5m,Statue,Agent,https://www.speedrun.com/ge60fps/level/Statue
Thetrashmaster,3m 12s,192,19-Sep-20,https://www.speedrun.com/ge60fps/run/y4e3w9km,Statue,Agent,https://www.speedrun.com/ge60fps/level/Statue
Acadie,2m 16s,136,03-Aug-20,https://www.speedrun.com/ge60fps/run/zqv1jr9m,Statue,Secret Agent,https://www.speedrun.com/ge60fps/level/Statue
Addict_Park,2m 18s,138,19-Jan-21,https://www.speedrun.com/ge60fps/run/y6671ppy,Statue,Secret Agent,https://www.speedrun.com/ge60fps/level/Statue
APBGamerPlay,2m 20s,140,18-Jan-21,https://www.speedrun.com/ge60fps/run/ylo9j0ny,Statue,Secret Agent,https://www.speedrun.com/ge60fps/level/Statue
erikthedirector,2m 39s,159,24-Oct-20,https://www.speedrun.com/ge60fps/run/ywdq103z,Statue,Secret Agent,https://www.speedrun.com/ge60fps/level/Statue
Acadie,2m 16s,136,30-Jul-20,https://www.speedrun.com/ge60fps/run/m37rq16z,Statue,00 Agent,https://www.speedrun.com/ge60fps/level/Statue
Addict_Park,2m 18s,138,22-Jan-21,https://www.speedrun.com/ge60fps/run/z181q79y,Statue,00 Agent,https://www.speedrun.com/ge60fps/level/Statue
APBGamerPlay,2m 20s,140,27-Jan-21,https://www.speedrun.com/ge60fps/run/z50j2qjy,Statue,00 Agent,https://www.speedrun.com/ge60fps/level/Statue
AlanUranus,2m 33s,153,04-Nov-20,https://www.speedrun.com/ge60fps/run/zgvr4xjz,Statue,00 Agent,https://www.speedrun.com/ge60fps/level/Statue
erikthedirector,2m 37s,157,24-Oct-20,https://www.speedrun.com/ge60fps/run/me67k90z,Statue,00 Agent,https://www.speedrun.com/ge60fps/level/Statue
DuskyLW,0m 13s,13,19-Jul-21,https://www.speedrun.com/ge60fps/run/y2xlve6m,Archives,Agent,https://www.speedrun.com/ge60fps/level/Archives
LQwerty,0m 14s,14,28-Mar-20,https://www.speedrun.com/ge60fps/run/znkwve8z,Archives,Agent,https://www.speedrun.com/ge60fps/level/Archives
Acadie,0m 14s,14,01-Jul-20,https://www.speedrun.com/ge60fps/run/zqv1j39m,Archives,Agent,https://www.speedrun.com/ge60fps/level/Archives
Herppaderpp,0m 14s,14,04-Jul-20,https://www.speedrun.com/ge60fps/run/m35krq6y,Archives,Agent,https://www.speedrun.com/ge60fps/level/Archives
BK,0m 14s,14,27-Sep-20,https://www.speedrun.com/ge60fps/run/zpl4r48m,Archives,Agent,https://www.speedrun.com/ge60fps/level/Archives
Onslatt,0m 14s,14,28-Jan-21,https://www.speedrun.com/ge60fps/run/zgxw21em,Archives,Agent,https://www.speedrun.com/ge60fps/level/Archives
Retroflex,0m 14s,14,05-Jul-21,https://www.speedrun.com/ge60fps/run/z0r23goz,Archives,Agent,https://www.speedrun.com/ge60fps/level/Archives
Deyrenkenin,0m 14s,14,07-Jul-21,https://www.speedrun.com/ge60fps/run/z5rne9gy,Archives,Agent,https://www.speedrun.com/ge60fps/level/Archives
RaskeShades,0m 14s,14,09-Jul-21,https://www.speedrun.com/ge60fps/run/zn1l8w9m,Archives,Agent,https://www.speedrun.com/ge60fps/level/Archives
Kierkan,0m 15s,15,01-May-20,https://www.speedrun.com/ge60fps/run/z5j31ejm,Archives,Agent,https://www.speedrun.com/ge60fps/level/Archives
Arumin,0m 15s,15,05-Jan-21,https://www.speedrun.com/ge60fps/run/z09gp4ez,Archives,Agent,https://www.speedrun.com/ge60fps/level/Archives
APBGamerPlay,0m 15s,15,08-Feb-21,https://www.speedrun.com/ge60fps/run/m78drx5z,Archives,Agent,https://www.speedrun.com/ge60fps/level/Archives
DaGuy,0m 15s,15,11-Feb-21,https://www.speedrun.com/ge60fps/run/zqgvpqxm,Archives,Agent,https://www.speedrun.com/ge60fps/level/Archives
Marc-André_Morin,0m 15s,15,06-May-21,https://www.speedrun.com/ge60fps/run/ywq0kdpy,Archives,Agent,https://www.speedrun.com/ge60fps/level/Archives
